survida,survidn,survproglab,survprogname,sampframe,wbid,unid,unidyear,wbidyear,year,wave,survversion,RegionUN,sampsize,Region5,Region6,Region7,Region10,continent,module,collectmode,collectlanguage,collectdates,weight,public,longitudinal,oldsurvid,popage,designeffect,marginerror,exclusion,nationalsurvey,resprate,founder,survecat,status,type,globbaro,active,progparent,oversampl,proglab,startyear,founder2,country
ESP200471,724200471,VOTP,Voice of the People,Spain,ESP,Spain,7242004,ESP2004,2004,3,1,Southern Europe,502,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,Telephone,,,,public,1,55,.,,,,,,Member country at program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,Spain
ESP2012112,7242012112,GWP,Gallup World Poll,Spain,ESP,Spain,7242012,ESP2012,2012,7,2,Southern Europe,1002,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,Landline And Cellular Telephone,Spanish,,,private,1,,,1.44,3.7,,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Spain
ESP198812,724198812,EUROB,Eurobarometer,Spain,ESP,Spain,7241988,ESP1988,1988,30,2,Southern Europe,1013,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200217,724200217,EUROB,Eurobarometer,Spain,ESP,Spain,7242002,ESP2002,2002,58,7,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200711,724200711,EUROB,Eurobarometer,Spain,ESP,Spain,7242007,ESP2007,2007,67,1,Southern Europe,1006,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200241,724200241,ISSP,International Social Survey,Spain,ESP,Spain,7242002,ESP2002,2002,18,1,Southern Europe,2471,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,Family and Changing Gender Roles III,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Spain
ESP200913,724200913,EUROB,Eurobarometer,Spain,ESP,Spain,7242009,ESP2009,2009,72,3,Southern Europe,1003,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP2014111,7242014111,GWP,Gallup World Poll,Spain,ESP,Spain,7242014,ESP2014,2014,9,1,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,Landline And Cellular Telephone,Spanish,,,private,1,,,1.53,3.8,,,,Member country at program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Spain
ESP201131,724201131,WVS,World Values Survey,Spain,ESP,Spain,7242011,ESP2011,2011,6,1,Southern Europe,1189,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,World Values Survey,,WVS,1981,Member country at program founding,Spain
ESP199714,724199714,EUROB,Eurobarometer,Spain,ESP,Spain,7241997,ESP1997,1997,47,4,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199111,724199111,EUROB,Eurobarometer,Spain,ESP,Spain,7241991,ESP1991,1991,35,1,Southern Europe,1001,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200917,724200917,EUROB,Eurobarometer,Spain,ESP,Spain,7242009,ESP2009,2009,72,7,Southern Europe,1026,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200612,724200612,EUROB,Eurobarometer,Spain,ESP,Spain,7242006,ESP2006,2006,64,2,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200011,724200011,EUROB,Eurobarometer,Spain,ESP,Spain,7242000,ESP2000,2000,54,1,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199913,724199913,EUROB,Eurobarometer,Spain,ESP,Spain,7241999,ESP1999,1999,52,3,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP200992,724200992,PGA,Pew Global Attitudes Survey,Spain,ESP,Spain,7242009,ESP2009,2009,11,2,Southern Europe,1001,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Pew Global Attitudes Survey,,PGA,2002,Member country after program founding,Spain
ESP200915,724200915,EUROB,Eurobarometer,Spain,ESP,Spain,7242009,ESP2009,2009,71,5,Southern Europe,1007,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP201213,724201213,EUROB,Eurobarometer,Spain,ESP,Spain,7242012,ESP2012,2012,77,3,Southern Europe,1006,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP2006101,7242006101,ESS,European Social Survey,Spain,ESP,Spain,7242006,ESP2006,2006,3,1,Southern Europe,1876,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,25.10.06-04.03.07,,public,1,,,,,,,65.90000000000001,Member country at program founding,Social survey,,,0,1,European Social Survey,,ESS,2002,Member country after program founding,Spain
ESP199441,724199441,ISSP,International Social Survey,Spain,ESP,Spain,7241994,ESP1994,1994,10,1,Southern Europe,2494,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,Family and Changing Gender Roles II,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Spain
ESP201014,724201014,EUROB,Eurobarometer,Spain,ESP,Spain,7242010,ESP2010,2010,73,4,Southern Europe,1006,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199912,724199912,EUROB,Eurobarometer,Spain,ESP,Spain,7241999,ESP1999,1999,52,2,Southern Europe,1000,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Eurobarometer,,EUROB,1970,Member country after program founding,Spain
ESP199941,724199941,ISSP,International Social Survey,Spain,ESP,Spain,7241999,ESP1999,1999,15,1,Southern Europe,1211,SE European Ancestry,SE European Ancestry,S European Ancestry,S European Ancestry,Europe,Social Inequality III,,,,,public,1,,,,,,yes,,Member country after program founding,Social survey,,,0,1,International Social Survey,,ISSP,1985,Member country after program founding,Spain
SSD201171,728201171,VOTP,Voice of the People,South Sudan,SSD,South Sudan,7282011,SSD2011,2011,8,1,Eastern Africa,1020,African Ancestry,African Ancestry,S African Ancestry,S African Ancestry,Africa,,Face To Face,,,,public,1,50,.,,,,,,Member country after program founding,Social survey,,,0,1,Voice of the People,National,VOTP,2000,Member country after program founding,South Sudan
SSD201371,728201371,VOTP,Voice of the People,South Sudan,SSD,South Sudan,7282013,SSD2013,2013,10,1,Eastern Africa,599,African Ancestry,African Ancestry,S African Ancestry,S African Ancestry,Africa,,Face To Face,,,,public,1,55,15+,,,,,,Member country after program founding,Social survey,,,0,1,Voice of the People,Urban,VOTP,2000,Member country after program founding,South Sudan
SDN2011121,7292011121,ARABB,Arabbarometer,Sudan,SDN,Sudan,7292011,SDN2011,2011,2,1,Northern Africa,1538,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,1,1,Global Barometer,,ARABB,2006,Member country after program founding,Sudan
SDN2010111,7292010111,GWP,Gallup World Poll,Sudan,SDN,Sudan,7292010,SDN2010,2010,5,1,Northern Africa,896,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,Face To Face,"Arabic, English",,,private,1,,,1.81,4.4,The sample does not include South Sudan. The Darfur region was excluded due to insecurity and fighting. The excluded areas represent approximately 24% of the population.
The sample has a larger-than- expected proportion of respondents who report completing secondary education when compared with the data used for post-stratification weighting.d,,,Member country after program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Sudan
SDN2012111,7292012111,GWP,Gallup World Poll,Sudan,SDN,Sudan,7292012,SDN2012,2012,7,1,Northern Africa,1000,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,Face To Face,"Arabic, English",,,private,1,,,1.76,4.1,The sample does not include South Sudan. The Darfur region was excluded due to insecurity and fighting. The excluded areas represent approximately 24% of the population.
The sample has a larger-than- expected proportion of respondents who report completing secondary education when compared with the data used for post-stratification weighting.d,,,Member country after program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Sudan
SDN2013121,7292013121,ARABB,Arabbarometer,Sudan,SDN,Sudan,7292013,SDN2013,2013,3,1,Northern Africa,1200,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,1,1,Global Barometer,,ARABB,2006,Member country after program founding,Sudan
SDN198920161,729198920161,DHS,Demographic and Health Surveys,Sudan,SDN,Sudan,7291989,SDN1989,1989,,1,Northern Africa,,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,,,,,public,1,,,,,,,,Member country at program founding,Demographic & Health survey,Completed,Standard DHS,0,1,Demographic and Health Surveys,,DHS,1985,Member country after program founding,Sudan
SDN2011112,7292011112,GWP,Gallup World Poll,Sudan,SDN,Sudan,7292011,SDN2011,2011,6,2,Northern Africa,1000,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,Face To Face,"Arabic, English",,,private,1,,,1.76,4.1,The sample does not include South Sudan.  The Darfur region was excluded due to insecurity and fighting. The excluded areas represent approximately 24% of the population.
The sample has a larger-than- expected proportion of respondents who report completing secondary education when compared with the data used for post-stratification weighting.d,,,Member country after program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Sudan
SDN2009111,7292009111,GWP,Gallup World Poll,Sudan,SDN,Sudan,7292009,SDN2009,2009,4,1,Northern Africa,944,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,Face To Face,"Arabic, English",,,private,1,,,1.89,4.4,The sample does not include South Sudan. The Darfur region was excluded due to insecurity and fighting. The excluded areas represent approximately 24% of the population.
The sample has a larger-than- expected proportion of respondents who report completing secondary education when compared with the data used for post-stratification weighting.d,,,Member country after program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Sudan
SDN2011111,7292011111,GWP,Gallup World Poll,Sudan,SDN,Sudan,7292011,SDN2011,2011,6,1,Northern Africa,1000,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,Face To Face,"Arabic, English",,,private,1,,,1.68,4,The sample does not include South Sudan.  The Darfur region was excluded due to insecurity and fighting. The excluded areas represent approximately 24% of the population.
The sample has a larger-than- expected proportion of respondents who report completing secondary education when compared with the data used for post-stratification weighting.d,,,Member country after program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Sudan
SDN2010112,7292010112,GWP,Gallup World Poll,Sudan,SDN,Sudan,7292010,SDN2010,2010,5,2,Northern Africa,912,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,Face To Face,"Arabic, English",,,private,1,,,1.74,4.3,The sample does not include South Sudan. The Darfur region was excluded due to insecurity and fighting. The excluded areas represent approximately 24% of the population.
The sample has a larger-than- expected proportion of respondents who report completing secondary education when compared with the data used for post-stratification weighting.d,,,Member country after program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Sudan
SDN2009112,7292009112,GWP,Gallup World Poll,Sudan,SDN,Sudan,7292009,SDN2009,2009,4,2,Northern Africa,840,African Ancestry,CW Asia-N African Ancestry,W Asian-N African Ancestry,N Africa Ancestry,Africa,,Face To Face,"Arabic, English",,,private,1,,,1.74,4.6,The sample does not include South Sudan. The Darfur region was excluded due to insecurity and fighting. The excluded areas represent approximately 24% of the population.
The sample has a larger-than- expected proportion of respondents who report completing secondary education when compared with the data used for post-stratification weighting.d,,,Member country after program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Sudan
SUR2012111,7402012111,GWP,Gallup World Poll,Suriname,SUR,Suriname,7402012,SUR2012,2012,7,1,South America,504,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,Face To Face,Dutch,,,private,1,,,1.23,4.8,,,,Member country after program founding,Social survey,,,0,1,Gallup World Poll,,GWP,2005,Member country after program founding,Suriname
SUR2014131,7402014131,AMERAB,Americasbarometer,Suriname,SUR,Suriname,7402014,SUR2014,2014,6,1,South America,4000,L American Ancestry,L American Ancestry,L American Ancestry,S American Ancestry,Americas,,,,,,public,1,,,,,,,,Member country after program founding,Social survey,,,0,1,Americasbarometer,,AMERAB,2004,Member country after program founding,Suriname
